sku,websites,cost,price,msrp,special_price,special_from_date,special_to_date,tier_price,attribute_set_name,type_id
etrade419,base,9.11,14.71,14.71,,,,,Beer,simple
etrade420,base,9.06,14.71,14.71,,,,,Beer,simple
etrade421,base,14.31,22.76,22.76,,,,,"Soft drinks",simple
etrade422,base,34.98,69.39,69.39,,,,,Binders,simple
etrade423,base,3.66,7.87,7.87,,,,,"Tape dispensers",simple
etrade424,base,9.79,22.98,22.98,,,,,"Address books or refills",simple
etrade425,base,9.79,22.98,22.98,,,,,"Address books or refills",simple
etrade426,base,40.83,86.70,86.70,,,,,"Ring binder",simple
etrade427,base,51.51,104.12,104.12,,,,,"Ring binder",simple
etrade428,base,5.39,16.38,16.38,,,,,"Calculator or cash register paper",simple
etrade429,base,1.12,3.55,3.55,,,,,"Correction film or tape",simple
etrade430,base,11.26,19.99,19.99,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade431,base,2.84,8.91,8.91,,,,,"Cleaning dusters",simple
etrade432,base,8.17,14.99,14.99,,,,,"Emergency medical services first aid kit cases or bags or accessories",simple
etrade433,base,3.93,6.99,6.99,,,,,"Fiber straps",simple
etrade434,base,11.17,29.30,29.30,,,,,"Badges or badge holders",simple
etrade435,base,8.45,20.86,20.86,,,,,"Badges or badge holders",simple
etrade436,base,8.84,20.86,20.86,,,,,"Badges or badge holders",simple
etrade437,base,6.04,13.94,13.94,,,,,"Badges or badge holders",simple
etrade438,base,21.05,48.94,48.94,,,,,"Badges or badge holders",simple
etrade439,base,11.76,27.96,27.96,,,,,"Badges or badge holders",simple
etrade440,base,4.76,13.10,13.10,,,,,"Alarm systems",simple
etrade441,base,27.38,112.08,112.08,,,,,"Telex rolls",simple
etrade442,base,3.49,6.07,6.07,,,,,"Postal scales",simple
etrade443,base,20.60,79.27,79.27,,,,,"Machine finished or glazed kraft paper",simple
etrade444,base,30.11,113.88,113.88,,,,,"Machine finished or glazed kraft paper",simple
etrade445,base,4.15,21.93,21.93,,,,,"Binder or bulldog clips",simple
etrade447,base,9.02,36.25,36.25,,,,,"Binder or bulldog clips",simple
etrade449,base,10.65,44.41,44.41,,,,,"Binder or bulldog clips",simple
etrade450,base,9.94,20.21,20.21,,,,,"Adhesive mounts",simple
etrade451,base,8.38,23.46,23.46,,,,,"Kraft tissue paper",simple
etrade452,base,3.82,8.32,8.32,,,,,"Expandable file folders",simple
etrade453,base,134.48,237.06,237.06,,,,,"Metal easels",simple
etrade454,base,184.61,385.60,385.60,,,,,"Paper or eyelet punches",simple
etrade455,base,42.44,92.97,92.97,,,,,"Non metallic bins",simple
etrade456,base,0.56,1.61,1.61,,,,,Dividers,simple
etrade457,base,7.77,16.81,16.81,,,,,"Aerosol adhesive",simple
etrade458,base,9.63,16.21,16.21,,,,,"Aerosol adhesive",simple
etrade459,base,5.99,9.62,9.62,,,,,"Aerosol adhesive",simple
etrade460,base,4.63,9.11,9.11,,,,,"Mounting adhesive",simple
etrade461,base,2.81,9.57,9.57,,,,,"Desk drawer organizers",simple
etrade462,base,10000,10000,10000,,,,,"Desktop trays or organizers",simple
etrade463,base,5.40,12.23,12.23,,,,,"Desktop trays or organizers",simple
etrade464,base,104.51,281.78,281.78,,,,,"Mail sorters or organizers",simple
etrade465,base,127.73,342.10,342.10,,,,,"Mail sorters or organizers",simple
etrade466,base,5.38,11.24,11.24,,,,,"Self adhesive note paper",simple
etrade467,base,26.77,73.60,73.60,,,,,"File storage boxes or organizers",simple
etrade468,base,12.27,25.30,25.30,,,,,"File storage boxes or organizers",simple
etrade469,base,174.56,340.60,340.60,,,,,Toner,simple
etrade470,base,10000,10000,10000,,,,,Staplers,simple
etrade471,base,10.60,34.62,34.62,,,,,"Artist knives",simple
etrade472,base,6.76,23.35,23.35,,,,,"Artist knives",simple
etrade473,base,14.21,33.12,33.12,,,,,"Knife blades",simple
etrade474,base,14.21,33.12,33.12,,,,,"Knife blades",simple
etrade475,base,14.21,33.12,33.12,,,,,"Knife blades",simple
etrade476,base,20.46,53.18,53.18,,,,,"Packaging pouches or bags",simple
etrade477,base,25.34,77.58,77.58,,,,,"Packaging pouches or bags",simple
etrade478,base,30.31,53.80,53.80,,,,,"Packaging pouches or bags",simple
etrade479,base,5.27,12.12,12.12,,,,,"Trash bags",simple
etrade480,base,82.44,132.30,132.30,,,,,"Trolleys or accessories",simple
etrade481,base,10000,10000,10000,,,,,"Printer or copier paper",simple
etrade482,base,7.18,35.94,35.94,,,,,"Printer or copier paper",simple
etrade483,base,55.42,134.70,134.70,,,,,"Printing trimmers",simple
etrade484,base,94.54,186.35,186.35,,,,,"Printing trimmers",simple
etrade485,base,95.15,231.31,231.31,,,,,"Printing trimmers",simple
etrade486,base,132.09,321.13,321.13,,,,,"Printing trimmers",simple
etrade487,base,4.69,25.71,25.71,,,,,"Printer or copier paper",simple
etrade488,base,5.03,28.69,28.69,,,,,"Printer or copier paper",simple
etrade489,base,10000,10000,10000,,,,,"Printer or copier paper",simple
etrade490,base,24.38,93.69,93.69,,,,,"Printer or copier paper",simple
etrade491,base,29.27,46.20,46.20,,,,,"Halogen lamps",simple
etrade492,base,8.82,42.90,42.90,,,,,"Specialty envelopes",simple
etrade493,base,7.60,46.27,46.27,,,,,"Specialty envelopes",simple
etrade494,base,13.65,66.04,66.04,,,,,"Specialty envelopes",simple
etrade495,base,11.50,69.99,69.99,,,,,"Specialty envelopes",simple
etrade496,base,4.21,12.64,12.64,,,,,"Canvas bags",simple
etrade497,base,4.61,14.06,14.06,,,,,"Canvas bags",simple
etrade498,base,7.51,22.64,22.64,,,,,"Canvas bags",simple
etrade499,base,8.11,24.44,24.44,,,,,"Canvas bags",simple
etrade500,base,7.06,40.22,40.22,,,,,"Cash or ticket boxes",simple
etrade501,base,21.16,51.68,51.68,,,,,"Rubber stamping stamps",simple
etrade502,base,1.97,5.69,5.69,,,,,"Rubber stamping stamps",simple
etrade503,base,9.31,21.75,21.75,,,,,"Rubber stamping stamps",simple
etrade504,base,4.79,10.88,10.88,,,,,"Rubber stamping stamps",simple
etrade505,base,173.35,309.68,309.68,,,,,Stands,simple
etrade506,base,15.52,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade507,base,15.52,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade508,base,14.97,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade509,base,14.97,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade510,base,14.97,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade511,base,14.97,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade512,base,15.52,29.01,29.01,,,,,"Charts or maps or atlases",simple
etrade513,base,41.94,96.48,96.48,,,,,"Bulletin boards or accessories",simple
etrade514,base,57.80,132.79,132.79,,,,,"Bulletin boards or accessories",simple
etrade515,base,8.07,19.18,19.18,,,,,"Magnetic boards or accessories",simple
etrade516,base,20.27,40.41,40.41,,,,,"Magnetic boards or accessories",simple
etrade517,base,6.86,13.64,13.64,,,,,"Magnetic boards or accessories",simple
etrade518,base,6.01,13.64,13.64,,,,,"Magnetic boards or accessories",simple
etrade519,base,8.25,16.19,16.19,,,,,"Dry erase boards or accessories",simple
etrade520,base,6.94,16.19,16.19,,,,,"Dry erase boards or accessories",simple
etrade521,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade522,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade523,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade524,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade525,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade526,base,4.12,13.25,13.25,,,,,"Rubber stamping stamps",simple
etrade527,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade528,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade529,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade530,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade531,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade532,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade533,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade534,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade535,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade536,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade537,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade538,base,2.80,22.82,22.82,,,,,"Rubber bands",simple
etrade539,base,129.92,374.84,374.84,,,,,"Key cabinets or organizers",simple
etrade540,base,56.55,119.80,119.80,,,,,"Flip chart",simple
etrade541,base,8.13,19.14,19.14,,,,,"Dry erase boards or accessories",simple
etrade542,base,83.51,158.21,158.21,,,,,"Metal easels",simple
etrade543,base,8.96,23.14,23.14,,,,,Markers,simple
etrade544,base,329.89,563.87,563.87,,,,,"Dry erase boards or accessories",simple
etrade545,base,10000,10000,10000,,,,,"Bulletin boards or accessories",simple
etrade546,base,29.43,54.66,54.66,,,,,"Restaurant chairs",simple
etrade547,base,169.64,315.11,315.11,,,,,"Guest seating",simple
etrade548,base,10000,10000,10000,,,,,"Guest seating",simple
etrade549,base,10000,10000,10000,,,,,"Stool seating",simple
etrade550,base,42.23,79.41,79.41,,,,,"Stool seating",simple
etrade551,base,86.95,172.17,172.17,,,,,"Task seating",simple
etrade552,base,10000,10000,10000,,,,,"Guest seating",simple
etrade553,base,60.64,112.62,112.62,,,,,"Guest seating",simple
etrade554,base,205.30,363.11,363.11,,,,,"Panel assemblies or sections",simple
etrade555,base,52.64,99.00,99.00,,,,,"Auditorium or stadium or special use seating",simple
etrade556,base,27.49,51.07,51.07,,,,,"Auditorium or stadium or special use seating",simple
etrade557,base,27.97,52.60,52.60,,,,,"Auditorium or stadium or special use seating",simple
etrade558,base,101.91,191.66,191.66,,,,,"Auditorium or stadium or special use seating",simple
etrade559,base,101.91,191.66,191.66,,,,,"Auditorium or stadium or special use seating",simple
etrade560,base,8.85,20.67,20.67,,,,,"Mechanical pencils",simple
etrade561,base,10000,10000,10000,,,,,"Waste containers or rigid liners",simple
etrade562,base,18.45,33.87,33.87,,,,,"Chart hanger",simple
etrade563,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade564,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade565,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade566,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade567,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade568,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade569,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade570,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade571,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade572,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade573,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade574,base,7.81,17.08,17.08,,,,,"Accounting forms or accounting books",simple
etrade575,base,11.42,24.99,24.99,,,,,"Accounting forms or accounting books",simple
etrade576,base,11.42,24.99,24.99,,,,,"Accounting forms or accounting books",simple
etrade577,base,11.42,24.99,24.99,,,,,"Accounting forms or accounting books",simple
etrade578,base,11.42,24.99,24.99,,,,,"Accounting forms or accounting books",simple
etrade579,base,11.42,24.99,24.99,,,,,"Accounting forms or accounting books",simple
etrade580,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade581,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade582,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade583,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade584,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade585,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade586,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade587,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade588,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade589,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade590,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade591,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade592,base,17.71,38.75,38.75,,,,,"Accounting forms or accounting books",simple
etrade593,base,17.71,38.75,38.75,,,,,"Accounting forms or accounting books",simple
etrade594,base,17.71,38.75,38.75,,,,,"Accounting forms or accounting books",simple
etrade595,base,17.71,38.75,38.75,,,,,"Accounting forms or accounting books",simple
etrade596,base,17.71,38.75,38.75,,,,,"Accounting forms or accounting books",simple
etrade597,base,5.57,20.35,20.35,,,,,Magnifiers,simple
etrade598,base,3.97,11.92,11.92,,,,,Magnifiers,simple
etrade599,base,2.84,8.93,8.93,,,,,Magnifiers,simple
etrade600,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade601,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade602,base,12.95,28.33,28.33,,,,,"Accounting forms or accounting books",simple
etrade603,base,2.45,5.95,5.95,,,,,"Receipts or receipt books",simple
etrade604,base,0.59,2.56,2.56,,,,,"Safety signs",simple
etrade605,base,12.16,26.66,26.66,,,,,"Accounting forms or accounting books",simple
etrade606,base,12.16,26.66,26.66,,,,,"Accounting forms or accounting books",simple
etrade607,base,1.64,4.17,4.17,,,,,"Safety signs",simple
etrade608,base,0.94,3.09,3.09,,,,,"Safety signs",simple
etrade609,base,5.32,9.41,9.41,,,,,"Printer ribbon",simple
etrade610,base,3.00,5.74,5.74,,,,,"Printer ribbon",simple
etrade611,base,5.82,6.84,6.84,,,,,"Printer ribbon",simple
etrade612,base,27.32,51.95,51.95,,,,,"Literature rack",simple
etrade613,base,1.94,6.44,6.44,,,,,"Manual letter openers",simple
etrade614,base,10000,10000,10000,,,,,"Typerwriter ribbons",simple
etrade615,base,10000,10000,10000,,,,,"Letter folders",simple
etrade616,base,51.13,212.93,212.93,,,,,"Bulletin boards or accessories",simple
etrade617,base,89.39,398.91,398.91,,,,,"Bulletin boards or accessories",simple
etrade618,base,115.90,168.60,168.60,,,,,"Dictation machines",simple
etrade619,base,131.80,372.86,372.86,,,,,"Filing cabinets or accesories",simple
etrade620,base,143.62,332.69,332.69,,,,,"Filing cabinets or accesories",simple
etrade621,base,119.61,277.07,277.07,,,,,"Filing cabinets or accesories",simple
etrade622,base,143.62,332.69,332.69,,,,,"Filing cabinets or accesories",simple
etrade623,base,12.78,26.66,26.66,,,,,"Self adhesive note paper",simple
etrade624,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade625,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade626,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade627,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade628,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade629,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade630,base,9.14,22.99,22.99,,,,,"Accounting forms or accounting books",simple
etrade631,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade632,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade633,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade634,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade635,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade636,base,9.65,24.30,24.30,,,,,"Accounting forms or accounting books",simple
etrade637,base,14.15,33.16,33.16,,,,,"Accounting forms or accounting books",simple
etrade638,base,16.71,39.06,39.06,,,,,"Accounting forms or accounting books",simple
etrade639,base,18.02,42.15,42.15,,,,,"Accounting forms or accounting books",simple
etrade640,base,18.02,42.15,42.15,,,,,"Accounting forms or accounting books",simple
etrade641,base,24.26,56.77,56.77,,,,,"Accounting forms or accounting books",simple
etrade642,base,25.50,59.55,59.55,,,,,"Accounting forms or accounting books",simple
etrade643,base,25.50,59.55,59.55,,,,,"Accounting forms or accounting books",simple
etrade644,base,4.07,9.54,9.54,,,,,"Accounting forms or accounting books",simple
etrade645,base,4.07,9.54,9.54,,,,,"Accounting forms or accounting books",simple
etrade646,base,3.70,9.54,9.54,,,,,"Accounting forms or accounting books",simple
etrade647,base,7.00,16.47,16.47,,,,,"Accounting forms or accounting books",simple
etrade648,base,9.88,23.23,23.23,,,,,"Accounting forms or accounting books",simple
etrade649,base,4.63,10.86,10.86,,,,,"Paper pads or notebooks",simple
etrade650,base,8.88,15.75,15.75,,,,,"Inventory forms or inventory books",simple
etrade651,base,6.81,16.00,16.00,,,,,"Accounting forms or accounting books",simple
etrade652,base,9.63,21.03,21.03,,,,,"Paper pads or notebooks",simple
etrade653,base,12.43,26.47,26.47,,,,,"Appointment books or refills",simple
etrade654,base,1.00,2.64,2.64,,,,,"Tab indexes",simple
etrade655,base,1.94,6.51,6.51,,,,,"Tab indexes",simple
etrade656,base,1.69,3.80,3.80,,,,,"Tab indexes",simple
etrade657,base,1.12,3.74,3.74,,,,,"Tab indexes",simple
etrade658,base,2.04,4.57,4.57,,,,,"Tab indexes",simple
etrade659,base,2.53,5.65,5.65,,,,,"Tab indexes",simple
etrade660,base,4.25,9.53,9.53,,,,,"Tab indexes",simple
etrade661,base,8.56,23.19,23.19,,,,,"Badges or badge holders",simple
etrade662,base,1.24,2.79,2.79,,,,,"Tab indexes",simple
etrade663,base,0.33,0.88,0.88,,,,,Dividers,simple
etrade664,base,21.88,50.40,50.40,,,,,"Literature rack",simple
etrade665,base,15.74,25.86,25.86,,,,,"Ink cartridges",simple
etrade666,base,17.50,27.78,27.78,,,,,"Ink cartridges",simple
etrade667,base,2.81,39.69,39.69,,,,,"Key tags",simple
etrade668,base,2.81,39.69,39.69,,,,,"Key tags",simple
etrade669,base,2.81,39.69,39.69,,,,,"Key tags",simple
etrade670,base,2.81,39.69,39.69,,,,,"Key tags",simple
etrade671,base,10000,10000,10000,,,,,"Printer calculator",simple
etrade672,base,28.71,47.92,47.92,,,,,"Printer calculator",simple
etrade673,base,17.40,79.50,79.50,,,,,"Printer or copier paper",simple
etrade674,base,5.20,9.48,9.48,,,,,"Scientific calculator",simple
etrade675,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade676,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade677,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade678,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade679,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade680,base,24.82,86.48,86.48,,,,,"Document holder",simple
etrade681,base,49.92,83.75,83.75,,,,,"Cassette storage",simple
etrade682,base,20.53,43.58,43.58,,,,,Folders,simple
etrade683,base,10.10,51.29,51.29,,,,,"Standard envelopes",simple
etrade684,base,10.90,62.32,62.32,,,,,"Window envelopes",simple
etrade685,base,2.65,4.54,4.54,,,,,"Alkaline batteries",simple
etrade686,base,2.50,4.56,4.56,,,,,"Dry cell batteries",simple
etrade687,base,2.65,4.58,4.58,,,,,"Alkaline batteries",simple
etrade688,base,2.50,4.56,4.56,,,,,"Alkaline batteries",simple
etrade689,base,0.23,2.44,2.44,,,,,"Glue dispensers or refills",simple
etrade690,base,12.15,63.62,63.62,,,,,"Domestic electric fan",simple
etrade691,base,1.13,12.09,12.09,,,,,Markers,simple
etrade692,base,8.99,25.30,25.30,,,,,"Removable labels",simple
etrade693,base,160.96,372.86,372.86,,,,,"Filing cabinets or accesories",simple
etrade694,base,0.51,5.07,5.07,,,,,Markers,simple
etrade695,base,119.61,277.07,277.07,,,,,"Filing cabinets or accesories",simple
etrade696,base,0.47,3.61,3.61,,,,,Markers,simple
etrade697,base,0.26,1.33,1.33,,,,,"Wooden pencils",simple
etrade698,base,0.30,1.87,1.87,,,,,"Wooden pencils",simple
etrade699,base,1.18,6.58,6.58,,,,,"Ball point pens",simple
etrade700,base,1.80,2.65,2.65,,,,,"Paper pads or notebooks",simple
etrade701,base,2.88,4.27,4.27,,,,,"Paper pads or notebooks",simple
etrade702,base,2.88,4.27,4.27,,,,,"Paper pads or notebooks",simple
etrade703,base,17.75,28.76,28.76,,,,,"Ink cartridges",simple
etrade704,base,35.32,77.80,77.80,,,,,"Hanging folders or accessories",simple
